,User_Id,Place_Id,Place_Ratings
311,11,37,5
312,11,57,2
313,11,75,5
314,11,95,2
315,11,23,3
316,11,88,3
317,11,125,2
318,11,97,5
319,11,86,2
320,12,52,3
321,12,106,3
322,12,32,2
323,12,104,3
324,12,21,5
325,12,33,5
326,12,65,5
327,12,135,4
328,12,27,4
329,12,44,5
330,12,95,5
331,12,76,4
332,12,112,5
333,12,128,4
334,12,132,2
335,12,36,5
336,12,135,4
337,12,59,4
338,12,93,5
339,12,40,2
340,12,29,5
341,12,117,5
342,12,83,5
343,12,143,3
344,12,40,5
345,12,56,5
346,12,99,3
347,12,53,3
348,12,43,5
349,12,23,2
350,12,72,5
351,12,136,4
352,12,62,3
353,12,79,2
354,13,62,2
355,13,101,2
356,13,127,2
357,13,80,5
358,13,37,4
359,13,42,5
360,13,85,2
361,13,67,5
362,13,132,2
363,13,145,5
364,13,71,4
365,13,115,4
366,13,131,5
367,13,22,2
368,13,46,2
369,13,53,3
370,13,104,2
371,13,24,5
372,13,83,2
373,13,70,2
374,13,21,4
375,13,142,3
376,13,90,2
377,13,26,5
378,13,93,4
379,14,70,5
380,14,62,3
381,14,42,4
382,14,110,2
383,14,139,4
384,14,67,2
385,14,61,4
386,14,53,5
387,14,94,5
388,14,128,3
389,14,56,2
390,14,144,3
391,14,71,2
392,14,51,5
393,14,71,2
394,14,47,3
395,14,110,5
396,14,72,2
397,14,100,2
398,14,78,4
399,14,136,3
400,14,43,2
401,14,62,5
402,14,113,5
403,14,104,4
404,14,88,2
405,14,21,3
406,14,143,4
407,14,76,4
408,14,48,5
409,14,100,5
410,14,35,4
411,14,32,3
412,15,85,3
413,15,105,3
414,15,33,5
415,15,127,5
416,15,141,3
417,15,119,2
418,15,53,5
419,15,35,5
420,15,48,3
421,15,31,5
422,15,98,4
423,15,73,4
424,15,31,3
425,15,124,4
426,15,65,2
427,15,75,3
428,15,30,5
429,15,85,4
430,15,130,2
431,15,90,2
432,15,61,2
433,15,44,5
434,15,55,4
435,15,107,5
436,15,131,3
437,15,54,3
438,15,76,2
439,15,123,4
440,15,126,3
441,15,109,2
442,15,126,2
443,15,45,4
444,15,107,2
445,15,80,3
446,15,66,3
447,15,141,3
448,16,43,2
449,16,103,2
450,16,134,2
451,16,102,3
452,16,120,4
453,16,39,2
454,16,112,3
455,16,136,2
456,16,33,3
457,16,35,4
458,16,44,4
459,16,45,5
460,16,113,4
461,16,106,2
462,16,38,5
463,16,92,4
464,16,52,4
465,16,118,2
466,16,33,5
467,16,46,4
468,16,31,3
469,16,112,4
470,16,62,4
471,16,91,5
472,16,80,2
473,16,27,3
474,16,51,4
475,16,94,3
476,16,118,5
477,17,32,4
478,17,111,2
479,17,124,5
480,17,134,5
481,17,136,5
482,17,36,4
483,17,81,2
484,17,76,5
485,17,126,4
486,17,78,2
487,17,59,4
488,17,74,3
489,17,84,4
490,17,113,2
491,17,127,3
492,17,35,5
493,17,56,3
494,17,99,4
495,17,44,5
496,17,111,3
497,17,104,4
498,17,90,4
499,17,67,5
500,17,85,5
501,17,66,4
502,17,24,4
503,17,137,3
504,17,127,2
505,17,43,4
506,17,134,3
507,17,52,3
508,17,125,4
509,17,115,2
510,17,130,2
511,17,59,2
512,17,116,4
513,17,65,3
514,17,115,3
515,17,40,4
516,17,82,4
517,17,118,3
518,17,143,2
519,17,137,3
520,17,28,4
521,17,104,2
522,17,95,3
523,18,80,3
524,18,65,2
525,18,65,5
526,18,94,4
527,18,56,3
528,18,52,4
529,18,124,5
530,18,55,4
531,18,109,5
532,18,43,2
533,18,129,5
534,18,82,4
535,18,55,5
536,18,48,3
537,18,67,3
538,18,139,4
539,18,89,2
540,18,105,4
541,18,111,5
542,18,91,4
543,18,119,3
544,18,25,2
545,18,43,3
546,18,59,5
547,18,87,2
548,18,115,4
549,18,140,4
550,18,105,3
551,18,32,5
552,18,137,2
553,18,22,4
554,18,51,3
555,18,95,5
556,18,127,2
557,19,89,5
558,19,79,2
559,19,66,3
560,19,76,3
561,19,129,3
562,19,32,2
563,19,93,3
564,19,145,4
565,19,102,2
566,19,128,4
567,19,104,2
568,19,34,2
569,19,22,4
570,19,26,5
571,19,46,3
572,19,64,3
573,19,42,2
574,19,66,2
575,19,126,3
576,19,114,3
577,19,52,5
578,19,80,4
579,19,68,3
580,19,38,5
581,19,134,3
582,19,40,4
583,19,129,5
584,19,122,4
585,19,55,5
586,19,70,3
587,19,107,5
588,19,51,5
589,19,104,4
590,19,127,5
591,19,72,3
592,19,38,4
593,19,46,4
594,19,109,3
595,19,23,4
596,19,25,5
597,19,76,5
598,19,139,3
599,19,46,4
600,19,106,2
601,20,81,3
602,20,41,2
603,20,50,2
604,20,125,3
605,20,108,5
606,20,25,5
607,20,133,3
608,20,76,3
609,20,105,3
610,20,130,2
611,20,52,3
612,20,122,2
613,20,84,4
614,20,103,4
615,20,84,4
616,20,46,2
617,20,142,3
618,20,39,5
619,20,110,4
620,20,59,3
621,20,97,2
622,20,126,5
623,20,129,3
624,20,90,2
625,20,94,4
626,20,27,5
627,20,57,4
628,20,82,2
629,20,47,2
630,20,114,3
631,20,99,3
632,20,51,3
633,20,29,2
634,20,61,2
635,21,128,5
636,21,109,4
637,21,45,3
638,21,39,2
639,21,115,5
640,21,129,4
641,21,53,3
642,21,99,4
643,21,61,2
644,21,46,4
645,21,69,2
646,21,58,4
647,21,115,3
648,21,85,4
649,21,88,5
650,21,41,3
651,21,95,3
652,21,50,2
653,21,108,2
654,21,22,2
655,21,114,5
656,21,33,2
657,22,142,4
658,22,63,2
659,22,61,4
660,22,31,5
661,22,102,5
662,22,47,3
663,22,65,2
664,22,63,4
665,22,67,2
666,22,94,5
667,22,30,3
668,22,141,5
669,22,130,3
670,22,47,2
671,22,141,2
672,22,117,3
673,22,122,3
674,22,134,2
675,22,139,4
676,22,70,5
677,22,48,2
678,22,31,2
679,22,50,3
680,22,95,3
681,22,26,4
682,22,101,3
683,22,25,2
684,22,50,5
685,22,78,4
686,23,124,4
687,23,82,2
688,23,65,4
689,23,80,5
690,23,83,3
691,23,101,5
692,23,39,4
693,23,142,2
694,23,37,4
695,23,123,3
696,23,51,4
697,23,50,2
698,23,51,5
699,23,111,2
700,23,41,2
701,23,138,4
702,23,143,5
703,23,145,3
704,23,78,4
705,23,89,3
706,23,83,4
707,23,32,3
708,23,26,5
709,23,57,4
710,23,74,3
711,23,139,4
712,23,28,4
713,23,68,4
714,23,134,4
715,23,116,3
716,23,133,4
717,23,124,2
718,24,56,3
719,24,143,2
720,24,68,4
721,24,105,5
722,24,110,3
723,24,100,2
724,24,25,2
725,24,139,4
726,24,75,2
727,24,22,3
728,24,42,2
729,24,25,3
730,24,81,2
731,24,75,2
732,24,61,4
733,24,30,3
734,24,85,4
735,24,83,4
736,24,134,5
737,24,73,2
738,24,104,5
739,24,59,2
740,24,96,5
741,24,144,5
742,25,145,2
743,25,115,4
744,25,112,3
745,25,129,3
746,25,27,4
747,25,86,3
748,25,59,5
749,25,62,4
750,25,103,3
751,25,132,5
752,25,72,4
753,25,138,5
754,25,48,3
755,25,77,4
756,25,23,3
757,25,139,3
758,25,119,4
759,25,28,5
760,25,99,2
761,25,67,3
762,25,130,3
763,25,89,3
764,25,127,5
765,25,128,2
766,25,95,4
767,25,138,3
768,25,79,3
769,25,33,3
770,25,129,2
771,25,121,4
772,25,139,4
773,25,80,5
774,25,47,4
775,26,71,2
776,26,43,5
777,26,31,4
778,26,77,3
779,26,22,3
780,26,116,5
781,26,36,3
782,26,32,5
783,26,109,2
784,26,63,5
785,26,122,5
786,26,94,3
787,26,45,3
788,26,63,3
789,26,21,5
790,26,39,3
791,26,23,5
792,26,106,3
793,26,36,3
794,26,89,2
795,26,116,5
796,26,141,5
797,26,137,2
798,26,120,3
799,26,69,3
800,26,100,5
801,26,108,4
802,26,46,5
803,26,32,3
804,26,98,5
805,26,66,4
806,26,87,5
807,26,26,4
808,26,102,5
809,26,107,4
810,27,134,4
811,27,56,3
812,27,22,3
813,27,106,5
814,27,66,5
815,27,48,3
816,27,101,3
817,27,63,4
818,27,86,2
819,27,53,4
820,27,48,4
821,27,124,3
822,27,56,3
823,27,95,5
824,27,88,5
825,27,105,2
826,27,54,2
827,27,123,5
828,27,65,3
829,27,118,2
830,27,86,3
831,27,117,2
832,27,47,2
833,27,24,5
834,27,124,4
835,27,131,3
836,27,61,5
837,27,144,2
838,27,69,2
839,27,60,5
840,27,42,4
841,27,45,3
842,27,27,2
843,27,26,4
844,27,51,3
845,27,106,3
846,27,125,4
847,27,37,3
848,27,95,3
849,28,70,5
850,28,51,2
851,28,86,4
852,28,108,5
853,28,30,5
854,28,145,3
855,28,98,4
856,28,58,4
857,28,50,4
858,28,117,4
859,28,85,2
860,28,38,4
861,28,95,5
862,28,145,5
863,28,123,3
864,28,66,2
865,28,79,4
866,28,144,2
867,28,77,2
868,28,137,4
869,28,71,5
870,28,34,3
871,28,93,5
872,28,89,5
873,28,85,5
874,28,109,4
875,28,111,4
876,28,59,4
877,28,87,5
878,28,42,3
879,28,63,5
880,28,80,3
881,28,99,5
882,28,101,3
883,28,66,4
884,28,98,2
885,28,113,4
886,28,76,2
887,28,97,4
888,28,86,5
889,28,103,5
890,29,132,5
891,29,144,3
892,29,73,2
893,29,113,3
894,29,105,5
895,29,85,4
896,29,89,5
897,29,116,5
898,29,59,5
899,29,122,3
900,29,44,4
901,29,135,2
902,29,135,5
903,29,116,3
904,29,126,2
905,29,97,3
906,29,104,5
907,29,26,3
908,29,23,2
909,29,60,4
910,29,48,2
911,29,130,3
912,29,21,4
913,29,115,3
914,29,57,3
915,29,118,2
916,29,116,3
917,29,59,4
918,29,112,5
919,29,133,3
920,29,121,3
921,29,58,3
922,29,59,2
923,29,33,4
924,30,74,2
925,30,81,3
926,30,41,3
927,30,129,2
928,30,133,4
929,30,77,2
930,30,145,5
931,30,78,2
932,30,94,4
933,30,53,2
934,30,59,3
935,30,64,5
936,30,133,4
937,30,42,3
938,30,120,3
939,30,72,2
940,30,34,2
941,30,23,2
942,30,85,4
943,30,32,4
944,30,77,2
945,30,127,2
946,30,99,4
947,30,126,3
948,30,44,5
949,30,114,5
950,30,95,2
951,30,141,5
952,30,80,2
953,30,141,3
954,30,56,5
955,30,61,5
956,30,58,2
957,30,140,5
958,30,59,4
959,31,26,5
960,31,88,4
961,31,54,4
962,31,29,5
963,31,132,2
964,31,84,2
965,31,56,5
966,31,60,3
967,31,101,5
968,31,77,2
969,31,45,2
970,31,130,3
971,31,50,3
972,31,103,3
973,31,129,5
974,31,52,3
975,31,77,4
976,31,45,2
977,31,33,2
978,31,63,2
979,31,83,5
980,31,45,5
981,31,116,2
982,31,50,2
983,31,63,2
984,31,31,3
985,31,75,4
986,31,118,2
987,31,115,3
988,31,70,2
989,31,114,5
990,31,80,3
991,31,37,4
992,31,34,3
993,31,39,2
994,31,67,2
995,31,124,5
996,31,36,3
997,31,50,4
998,31,55,2
999,31,138,4
1000,32,116,4
1001,32,98,3
1002,32,38,3
1003,32,111,3
1004,32,57,2
1005,32,44,3
1006,32,43,5
1007,32,24,2
1008,32,47,3
1009,32,79,3
1010,32,48,5
1011,32,28,4
1012,32,31,3
1013,32,132,4
1014,32,144,2
1015,32,139,5
1016,32,56,3
1017,32,50,2
1018,32,124,5
1019,32,94,3
1020,32,110,4
1021,32,108,2
1022,32,121,5
1023,32,69,3
1024,32,68,3
1025,32,29,4
1026,32,104,4
1027,32,128,5
1028,32,126,3
1029,32,82,2
1030,32,76,3
1031,32,97,2
1032,32,69,3
1033,32,135,4
1034,33,116,2
1035,33,67,4
1036,33,77,5
1037,33,111,3
1038,33,122,2
1039,33,110,4
1040,33,111,4
1041,33,133,3
1042,33,93,5
1043,33,85,4
1044,33,54,2
1045,33,35,2
1046,33,100,3
1047,33,55,5
1048,33,105,3
1049,33,96,2
1050,33,63,3
1051,33,65,5
1052,33,39,2
1053,33,109,2
1054,33,128,3
1055,33,139,2
1056,33,37,4
1057,33,112,5
1058,33,111,2
1059,33,38,5
1060,33,92,4
1061,33,144,2
1062,33,36,3
1063,33,136,5
1064,33,127,3
1065,33,66,2
1066,33,26,4
1067,33,49,3
1068,33,60,2
1069,33,38,5
1070,33,69,4
1071,33,95,3
1072,33,112,2
1073,34,33,5
1074,34,49,3
1075,34,144,3
1076,34,100,4
1077,34,47,3
1078,34,90,4
1079,34,42,3
1080,34,73,2
1081,34,111,3
1082,34,62,3
1083,34,104,4
1084,34,59,4
1085,34,57,3
1086,34,36,4
1087,34,115,3
1088,34,138,4
1089,34,89,2
1090,34,71,3
1091,34,33,3
1092,34,44,3
1093,34,78,4
1094,34,33,5
1095,34,60,4
1096,34,62,4
1097,34,73,5
1098,35,71,5
1099,35,65,3
1100,35,94,4
1101,35,58,3
1102,35,67,2
1103,35,131,2
1104,35,41,2
1105,35,112,3
1106,35,43,3
1107,35,54,2
1108,35,63,2
1109,35,100,5
1110,35,119,4
1111,35,118,4
1112,35,88,5
1113,35,143,2
1114,35,41,2
1115,35,29,2
1116,35,50,4
1117,35,109,3
1118,35,48,2
1119,35,45,5
1120,35,60,4
1121,35,144,3
1122,35,116,4
1123,35,113,2
1124,35,105,4
1125,35,120,2
1126,35,137,2
1127,35,90,4
1128,35,56,5
1129,36,86,4
1130,36,44,4
1131,36,116,3
1132,36,51,4
1133,36,111,5
1134,36,88,3
1135,36,124,2
1136,36,131,5
1137,36,137,2
1138,36,134,2
1139,36,124,2
1140,36,47,2
1141,36,118,5
1142,36,38,2
1143,36,105,3
1144,36,24,5
1145,36,82,4
1146,36,102,3
1147,36,117,4
1148,36,71,3
1149,36,85,5
1150,36,120,4
1151,36,82,4
1152,36,34,3
1153,36,83,2
1154,36,131,4
1155,36,65,3
1156,36,123,3
1157,36,91,3
1158,36,56,3
1159,36,21,5
1160,36,145,3
1161,36,86,2
1162,37,106,2
1163,37,87,2
1164,37,123,2
1165,37,78,2
1166,37,124,5
1167,37,36,4
1168,37,120,4
1169,37,69,2
1170,37,22,5
1171,37,78,4
1172,37,27,2
1173,37,28,5
1174,37,79,2
1175,37,57,5
1176,37,105,3
1177,37,82,3
1178,37,109,3
1179,37,54,3
1180,37,45,4
1181,37,83,5
1182,37,21,3
1183,37,67,5
1184,37,102,3
1185,37,133,2
1186,37,99,3
1187,37,52,5
1188,37,132,4
1189,37,80,4
1190,37,109,5
1191,37,125,3
1192,37,75,3
1193,38,61,2
1194,38,92,2
1195,38,72,2
1196,38,118,2
1197,38,141,3
1198,38,91,3
1199,38,50,2
1200,38,46,4
1201,38,40,4
1202,38,48,3
1203,38,49,2
1204,38,62,5
1205,38,76,2
1206,38,25,5
1207,38,132,5
1208,38,91,2
1209,38,132,5
1210,38,136,4
1211,38,115,5
1212,38,21,2
1213,38,75,5
1214,38,33,5
1215,38,24,4
1216,38,109,4
1217,38,105,2
1218,38,136,3
1219,38,88,5
1220,38,47,4
1221,38,73,5
1222,38,140,5
1223,38,35,4
1224,38,117,5
1225,38,33,3
1226,38,24,3
1227,38,86,4
1228,38,105,3
1229,38,72,5
1230,38,54,3
1231,38,115,3
1232,38,124,5
1233,39,115,3
1234,39,70,4
1235,39,39,4
1236,39,112,4
1237,39,94,5
1238,39,59,4
1239,39,46,4
1240,39,40,3
1241,39,136,5
1242,39,115,4
1243,39,75,4
1244,39,69,3
1245,39,36,2
1246,39,48,5
1247,39,43,5
1248,39,63,3
1249,39,56,4
1250,39,142,3
1251,39,35,2
1252,39,22,4
1253,39,103,4
1254,39,124,3
1255,39,50,4
1256,39,60,4
1257,39,98,4
1258,39,77,3
1259,40,125,5
1260,40,45,3
1261,40,100,2
1262,40,86,5
1263,40,68,5
1264,40,144,5
1265,40,25,5
1266,40,85,3
1267,40,67,3
1268,40,55,3
1269,40,142,5
1270,40,73,2
1271,40,126,3
1272,40,127,4
1273,40,133,3
1274,40,52,5
1275,40,97,2
1276,40,99,4
1277,40,51,2
1278,40,58,3
1279,40,37,5
1280,40,41,2
1281,40,77,2
1282,40,127,4
1283,40,49,3
1284,40,102,2
1285,40,88,3
1286,40,91,2
1287,40,135,4
1288,40,94,4
1289,40,124,2
1290,40,85,2
1291,40,42,4
1292,40,77,5
1293,40,128,3
1294,40,128,3
1295,40,37,4
1296,40,85,4
1297,40,53,5
1298,40,58,4
1299,40,91,3
1300,40,34,2
1301,40,79,2
1302,40,126,4
1303,40,94,4
1304,40,40,3
1305,40,103,4
1306,41,108,5
1307,41,100,4
1308,41,133,4
1309,41,95,4
1310,41,70,3
1311,41,34,2
1312,41,87,4
1313,41,55,5
1314,41,38,2
1315,41,63,4
1316,41,138,4
1317,41,120,2
1318,41,139,2
1319,41,143,4
1320,41,102,2
1321,41,32,2
1322,41,41,4
1323,41,62,3
1324,41,103,2
1325,41,69,4
1326,41,54,2
1327,41,82,5
1328,41,29,3
1329,41,110,2
1330,42,143,3
1331,42,54,5
1332,42,98,5
1333,42,56,5
1334,42,26,3
1335,42,89,2
1336,42,125,2
1337,42,96,3
1338,42,84,2
1339,42,31,4
1340,42,38,5
1341,42,109,3
1342,42,87,3
1343,42,68,2
1344,42,71,3
1345,42,93,5
1346,42,76,2
1347,42,142,2
1348,42,126,5
1349,42,107,2
1350,42,86,4
1351,42,71,2
1352,42,144,5
1353,42,107,3
1354,42,106,4
1355,42,45,5
1356,42,57,4
1357,42,83,2
1358,42,78,2
1359,42,32,3
1360,43,66,5
1361,43,25,2
1362,43,29,5
1363,43,34,3
1364,43,69,5
1365,43,144,2
1366,43,108,4
1367,43,105,3
1368,43,84,2
1369,43,22,2
1370,43,39,5
1371,43,129,2
1372,43,41,3
1373,43,109,3
1374,43,71,2
1375,43,64,4
1376,43,142,5
1377,43,23,2
1378,43,57,4
1379,43,87,5
1380,43,38,3
1381,43,113,5
1382,43,67,3
1383,43,74,2
1384,43,25,4
1385,43,56,3
1386,43,34,5
1387,43,54,3
1388,43,124,5
1389,43,144,4
1390,43,126,2
1391,44,36,4
1392,44,86,3
1393,44,43,3
1394,44,67,3
1395,44,126,2
1396,44,93,2
1397,44,99,3
1398,44,124,3
1399,44,58,5
1400,44,132,2
1401,44,121,3
1402,44,86,5
1403,44,46,5
1404,44,110,3
1405,44,101,5
1406,44,67,3
1407,44,144,5
1408,44,21,2
1409,44,145,3
1410,44,117,3
1411,44,117,4
1412,44,80,2
1413,44,133,3
1414,44,91,4
1415,44,121,3
1416,44,32,5
1417,44,23,3
1418,44,84,4
1419,44,111,2
1420,44,47,4
1421,44,82,3
1422,44,87,4
1423,44,47,3
1424,44,51,5
1425,44,25,4
1426,44,144,4
1427,44,112,4
1428,44,116,4
1429,44,63,4
1430,45,126,2
1431,45,109,2
1432,45,129,4
1433,45,84,4
1434,45,43,5
1435,45,51,4
1436,45,86,3
1437,45,105,5
1438,45,48,4
1439,45,50,5
1440,45,121,4
1441,45,22,5
1442,45,84,5
1443,45,40,3
1444,45,79,4
1445,45,67,5
1446,45,133,3
1447,45,26,5
1448,45,57,2
1449,45,100,5
1450,45,142,2
1451,45,76,4
1452,45,29,2
1453,45,99,2
1454,45,77,3
1455,45,103,3
1456,45,53,5
1457,45,67,5
1458,45,136,5
1459,45,26,3
1460,45,140,3
1461,45,53,4
1462,45,50,5
1463,45,101,3
1464,45,29,3
1465,45,50,3
1466,45,87,3
1467,45,95,2
1468,45,48,3
1469,46,47,5
1470,46,94,3
1471,46,119,5
1472,46,35,4
1473,46,128,4
1474,46,74,2
1475,46,28,4
1476,46,27,4
1477,46,36,5
1478,46,37,5
1479,46,76,2
1480,46,80,5
1481,46,100,4
1482,46,118,5
1483,46,141,2
1484,46,97,4
1485,46,82,2
1486,46,134,5
1487,46,85,3
1488,46,76,2
1489,46,102,3
1490,46,44,5
1491,46,122,4
1492,46,133,2
1493,46,107,3
1494,46,72,4
1495,46,43,5
1496,46,126,5
1497,46,142,3
1498,46,136,3
1499,47,68,5
1500,47,128,1
1501,47,42,2
1502,47,87,1
1503,47,31,2
1504,47,51,2
1505,47,49,5
1506,47,142,5
1507,47,93,1
1508,47,68,4
1509,47,104,3
1510,47,71,2
1511,47,106,3
1512,47,99,3
1513,47,130,1
1514,47,99,1
1515,47,71,3
1516,47,32,2
1517,47,85,1
1518,47,119,3
1519,47,122,2
1520,47,55,2
1521,47,118,3
1522,47,85,5
1523,47,73,1
1524,47,71,2
1525,48,113,1
1526,48,135,4
1527,48,134,4
1528,48,67,2
1529,48,74,4
1530,48,115,1
1531,48,108,4
1532,48,141,1
1533,48,76,3
1534,48,33,3
1535,48,42,5
1536,48,108,5
1537,48,37,5
1538,48,44,5
1539,48,94,2
1540,48,86,2
1541,48,98,1
1542,48,97,5
1543,48,22,4
1544,48,116,1
1545,48,69,1
1546,48,30,1
1547,49,78,3
1548,49,75,3
1549,49,40,5
1550,49,138,2
1551,49,109,4
1552,49,24,1
1553,49,141,1
1554,49,108,1
1555,49,139,1
1556,49,139,4
1557,49,57,3
1558,49,37,4
1559,49,136,4
1560,49,34,1
1561,49,81,2
1562,49,69,5
1563,49,136,1
1564,49,105,1
1565,49,135,4
1566,49,90,5
1567,49,38,5
1568,49,52,5
1569,49,105,5
1570,49,107,4
1571,49,101,4
1572,49,43,1
1573,49,80,5
1574,49,87,3
1575,49,95,5
1576,49,24,1
1577,49,132,4
1578,49,77,1
1579,49,24,2
1580,49,139,5
1581,49,66,2
1582,49,68,2
1583,49,100,4
1584,49,103,1
1585,49,82,2
1586,49,103,3
1587,49,143,3
1588,49,45,3
1589,49,50,4
1590,49,119,4
1591,49,75,1
1592,50,53,3
1593,50,121,2
1594,50,94,5
1595,50,143,4
1596,50,45,1
1597,50,145,5
1598,50,136,3
1599,50,121,3
1600,50,117,5
1601,50,78,2
1602,50,118,4
1603,50,26,2
1604,50,51,4
1605,50,78,2
1606,50,70,2
1607,50,117,1
1608,50,44,2
1609,50,49,2
1610,50,93,5
1611,50,41,4
1612,50,120,5
1613,50,47,2
1614,50,124,3
1615,50,53,2
1616,50,124,2
1617,50,22,2
1618,50,33,1
1619,50,58,1
1620,50,90,3
1621,51,145,2
1622,51,116,2
1623,51,80,2
1624,51,53,2
1625,51,85,1
1626,51,53,5
1627,51,32,2
1628,51,117,3
1629,51,36,1
1630,51,80,5
1631,51,98,5
1632,51,124,2
1633,51,33,4
1634,51,137,5
1635,51,135,3
1636,51,115,5
1637,51,76,4
1638,51,34,2
1639,51,24,3
1640,51,56,5
1641,51,142,2
1642,51,138,2
1643,51,28,1
1644,51,46,4
1645,51,43,5
1646,51,84,3
1647,51,108,3
1648,51,92,1
1649,51,111,1
1650,51,142,4
1651,51,101,4
1652,51,66,3
1653,52,123,5
1654,52,134,2
1655,52,85,1
1656,52,59,2
1657,52,90,4
1658,52,112,4
1659,52,79,5
1660,52,119,2
1661,52,134,5
