Place_Id,Place_Name,Description,Category,City,Rating,Coordinate,Lat,Long,Price,Image
11,Pantai Uluwatu,"Pantai Uluwatu menjadi wisata selanjutnya yang wajib anda kunjungi saat berada di Pulau Bali. Meskipun lokasi pantai ini cukup tersembunyi, namun keindahan alam yang ada di dalamnya bak surge yang tersembunyi. Pantai yang dikenal dengan nama lain Blue Point ini mengharuskan pengunjung untuk menuruni beberapa anak tangga yang sempit untuk bisa sampai ke Pantai Uluwatu.",Bahari,Bali,4.7,"{'lat' : -882716, 'lng' : 11526262}",-882716,11.508.495,14000,https://www.baligetaway.co.id/wp-content/uploads/2014/10/keidnahan-pantai-balangan.jpg
12,Pura Tanah Lot,"Sesuai dengan namanya, saat anda liburan ke pura Tanah Lot, anda akan menemukan pura yang berada di atas batu karang besar dengan latar belakang laut selatan. Batu karang besar ini berada di tengah laut. Kemudian, pada saat air pasang, batu karang terlihat terpisah dengan daratan.Daya tarik utama dari Tanah Lot temple terdapat pada keindahan pemandangan matahari terbenam, dengan siluet pura Tanah Lot. Berpadu dengan ombak laut selatan yang menerjang batu karang. Saat momen ini, akan terlihat banyak wisatawan yang akan mengambil foto dengan latar belangkang pura Tanah Lot.",Sejarah,Bali,4.6,"{'lat' : -8.62117, 'lng' : 115.08685}",-862.117,11.508.685,20000,https://4.bp.blogspot.com/-PuA0-V1JOOc/WCSfkdcpFZI/AAAAAAAABik/FRzaxRUu19QBw_TBlhtedfmyffcG7UOfQCLcB/s1600/70-Mengunjungi-Pura-Tanah-Lot-yang-Mempesona-3.jpg
13,Pemandangan Danau & Gunung Batur Kintamani,daya tarik utama wisatawan liburan ke Kintamani adalah melihat pemandangan danau Batur dan pemandangan Gunung Batur. Ada banyak lokasi untuk melihat pemandangan pemandangan danau Batur dan pemandangan Gunung Batur. Lokasi favorit melihat pemandangan gunung dan danau Batur berada di desa Penelokan.,Cagar Alam,Bali,4.6,"{'lat' : -8.24013, 'lng' : 115.3775}",-824.013,1.153.775,25000,https://fotowisata.com/wp-content/uploads/2013/12/wisata-di-kintamani.jpg
14,Pantai Tanjung Benoa,"Daya tarik utama tempat wisata Tanjung Benoa Bali terdapat pada keindahan pantai Tanjung Benoa dan letak geografis pantai. Keindahan pantai Tanjung Benoa Bali, terdapat pada pasir pantai yang berwarna putih dengan bentangan pantai yang sangat panjang. Selain itu, kebersihan pantai Tanjung Benoa Nusa Dua sangat terjaga sehingga nyaman untuk lokasi liburan.Area Tanjung Benoa adalah kawasan semenanjung, maka pantai Tanjung Benoa Bali memiliki dua sisi. Satu sisi pantai menghadap ke sisi barat dan sisi pantai yang menghadap ke timur. Karena berada di kawasan semenanjung membuat gelombang ombak pantai Tanjung Benoa Nusa Dua sangat tenang.",Bahari,Bali,4.5,"{'lat' : -8.76056, 'lng' : 115.22334}",-876.056,11.522.334,50000,https://www.referensiwisata.com/wp-content/uploads/2019/05/keindahan-pantai-tanjung-benoa-bali.png
15,Ubud Monkey Forest,"Monkey Forest Ubud masuk dalam salah satu tempat wisata di Ubud yang wajib di kunjungi, karena sangat ikonik dan mewakili kesan akan objek wisata Ubud secara keseluruhan. Selain itu, objek wisata monkey forest Ubud merupakan kawasan hutan lindung dan di dalam hutan ini, terdapat pura sakral umat Hindu Bali, bernama Pura Dalem Agung Padangtegal.",Rekreasi,Bali,4.5,"{'lat' : --8.51938, 'lng' : 115.26064}",-851.938,11.526.064,60000,https://traveldigg.com/wp-content/uploads/2016/08/Ubud-Monkey-Forest-Photo.jpg
16,Seminyak,"Kawasan pariwisata Seminyak terkenal sebagai kawasan pariwisata mewah dan pusat shopping barang mewah di pulau Bali. Di area tempat wisata Seminyak, anda akan dengan mudah menemukan restoran mewah, resort mewah, butik, beach club, dan Spa.Kelengkapan fasiltas tersebut membuat area tempat wisata Seminyak menjadi salah satu destinasi wisata populer di pulau Bali.",Bahari,Bali,4.5,"{'lat' : -8.69182, 'lng' : 115.15803}",-869.182,11.515.803,100000,https://deluxe-escapes.com/wp-content/uploads/2014/05/breeze.jpg
17,Sawah Terasering Tegalalang,"Hampir setiap hari desa Jatiluwih Penebel Tabanan ramai di kunjungi wisatawan domestik maupun mancanegara. Dengan suasana alam pedesaan dengan ciri khas sawah terasering, benar – benar menarik perhatian para wisatawan.Setelah anda melewati konter tiket masuk, anda akan melewati jalan raya dua jalan, dan di sepanjang pinggir jalan anda akan melihat pemandangan area sawah terasering.Anda dapat memarkir kendaraan anda di area pinggir jalan yang lebih luas tanpa mengganggu lalu lintas jalan.Area akses jalan masuk ke areal pesawaan akan dapat anda lihat yang tepat berada di pinggir jalan, karena terdapat tulisan Jatiluwih merah yang lumayan besar di area pinggir sawah.Dari area masuk ini, anda dapat berjalan kaki menelusuri area pesawahan Jatiluwih.Di dekat area pintu masuk, Anda akan dapat melihat peta atau track untuk jalan-jalan di area sawah. Setiap track di berikan warna berbeda, tersedia track jalur pendek berwarna merah dengan jarak sekitar 1,4 kilometer. Sedangkan peta track panjang berwarna hijau, dengan panjang rute sekitar 5,5 kilometer.Pada area persimpangan rute akan ada tanda panah dengan warna merah atau biru yang bertuliskan rute tracking.Saat anda jalan-jalan di area pesawahan, tanpa anda sadari waktu akan terasa sangat cepat berjalan.Puas menikmati panorama pesawahan, jangan lupa singgah di salah satu restoran atau kafe di pinggir area sawah untuk sarapan atau makan siang. Anda dapat menggunakan fasilitas restoran untuk buang air kecil.",Cagar Alam,Bali,4.5,"{'lat' : -8.43404, 'lng' : 115.27926}",-843.404,11.527.926,0,https://www.baligetaway.co.id/wp-content/uploads/2014/10/wisata-tegalalang-sawah-terasering.jpg
18,Air Terjun Sekumpul,"Salah satu objek wisata yang saat ini sedang trend di Instagram adalah tempat wisata air terjun. Pulau Bali memiliki banyak pilihan objek wisata air terjun terutama pada area bagian utara pulau Bali.Dari sekian banyak pilihan tempat wisata air terjun yang ada di pulau Bali, air terjun Sekumpul yang paling terkenal.Lokasi obejk wisata Air Terjun Sekumpul berada di kawasan tempat wisata Bali utara. Sekedar informasi, lokasi area Bali utara lumayan jauh dari area tempat wisata Bali selatan. Seperti Kuta, Seminyak, Legian, Canggu, Jimbaran, Tanjung Benoa, Ungasan.Untuk menuju ke lokasi air terjun Sekumpul dari area Bali selatan, anda akan memerlukan waktu sekitar 2,5 jam.Daya tarik utama dari objek wisata Air Terjun Sekumpul terdapat pada pemandangan alam sekitar air terjun. Di lokasi air terjun Sekumpul, pengunjung akan melihat dua air terjun kembar saling berdampingan dengan ketinggian sekitar 50 meter.",Cagar Alam,Bali,4.5,"{'lat' : -8.17755, 'lng' : 115.18255}",-817.755,11.518.255,50000,https://travelspromo.com/wp-content/uploads/2020/03/Air-Terjun-Sekumpul-Buleleng-Bali-memiliki-dua-buah-aliran-air-terjun-dengan-sumber-air-yang-berbeda-waterfall_sekumpul-e1584965595347.jpg
19,Pantai Jimbaran,"Daya tarik utama yang membuat wisatawan tertarik liburan ke pantai Jimbaran karena keindahan pantai pasir putih, dengan bentangan garis pantai yang sangat panjang. Karena posisis pantai menghadap ke sisi barat, maka di sore hari pantai Jimbaran menjadi salah satu spot terbaik melihat pemandangan sunset di pulau Bali.Keunikan dari pantai Jimbaran, karena di bibir pantai Jimbaran terdapat banyak cafe seafood bakar, dengan view pemandangan pantai. Suasana makan malam, dengan cahaya lilin, lokasi di tepi pantai, sambil melihat sunset inilah yang menjadi daya tarik utama pantai Jimbaran sebagai tempat wisata.",Bahari,Bali,4.5,"{'lat' : -8.77659, 'lng' : 115.16637}",-877.659,11.516.637,75000,https://2.bp.blogspot.com/-RpbMexVXXy0/WC3QYJzkqAI/AAAAAAAAB0M/owNCOi8MXlQZBze3MONawzoY_nzyP9cVACLcB/s1600/Screenshot_7.png
20,Pura Tirta Empul Tampak Siring,"Hal paling menarik yang akan pengunjung lihat saat memasuki area dalam pura. Di dalam area pura akan terdapat sebuah kolam, dan di tengah kolam terdapat sumber mata air. Karena air dari kolam berasal dari mata air, maka air terlihat sangat jernih.Air dari kolam utama kemudian di aliarkan ke kolam kedua tempat umat hindu melakukan ritual penyucian. Di lokasi kolam kedua, pengunjung akan melihat umat hindu Bali menyucikan diri menggunakan air pancuran dari kolam utama.",Sejarah,Bali,4.3,"{'lat' : -8.41575, 'lng' : 115.31516}",-841.575,11.531.516,75000,https://www.rentalmobilbali.net/wp-content/uploads/2021/08/Sejarah-Pura-Tirta-Empul-Tampak-Siring.jpg
21,Taman Pintar Yogyakarta,"Taman Pintar Yogyakarta (bahasa Jawa: Hanacaraka,ꦠꦩꦤ꧀​ꦥꦶꦤ꧀ꦠꦂ​ꦔꦪꦺꦴꦒꦾꦏꦂꦠ, Taman Pintar Ngayogyakarta) adalah wahana wisata yang terdapat di pusat Kota Yogyakarta, tepatnya di Jalan Panembahan Senopati No. 1-3, Yogyakarta, di kawasan Benteng Vredeburg. Taman ini memadukan tempat wisata rekreasi maupun edukasi dalam satu lokasi. Taman Pintar memiliki arena bermain sekaligus sarana edukasi yang terbagi dalam beberapa zona. Akses langsung kepada pusat buku eks Shopping Centre juga menambah nilai lebih Taman Pintar. Tempat rekreasi ini sangat baik untuk anak-anak pada masa perkembangan.\nBeberapa tahun ini Taman Pintar menjadi alternatif tempat berwisata bagi masyarakat Yogyakarta maupun luar kota.Taman ini, khususnya pada wahana pendidikan anak usia dini dilengkapi dengan teknologi interaktif digital serta pemetaan video yang akan memacu imajinasi anak serta ketertarikan mereka terhadap teknologi. Pada saat ini ada 35 zona dan 3.500 alat peraga permainan yang edukatif.",Taman Hiburan,Yogyakarta,4.5,"{'lat': -7.800671500000001, 'lng': 110.3676551}",-78.006.715,1103676551,6000,https://idetrips.com/wp-content/uploads/2018/05/Taman-Pintar-Yogyakarta-Gedung-Oval.jpg
22,Keraton Yogyakarta,"Keraton Ngayogyakarta Hadiningrat atau Keraton Yogyakarta (bahasa Jawa: ꦏꦫꦠꦺꦴꦤ꧀​ꦔꦪꦺꦴꦒꦾꦏꦂꦠ​ꦲꦢꦶꦤꦶꦔꦿꦠ꧀, translit. Karaton Ngayogyakarta Hadiningrat) merupakan istana resmi Kesultanan Ngayogyakarta Hadiningrat yang kini berlokasi di Kota Yogyakarta. Keraton ini didirikan oleh Sri Sultan Hamengkubuwana I pada tahun 1755 sebagai Istana/Keraton Yogyakarta yang baru berdiri akibat perpecahan Mataram Islam dengan adanya Perjanjian Giyanti. Keraton ini adalah pecahan dari Keraton Surakarta Hadiningrat dari Kesunanan Surakarta (Kerajaan Surakarta). Sehingga dinasti Mataram diteruskan oleh 2 Kerajaan yakni Kesultanan Yogyakarta dan Kesunanan Surakarta. Total luas wilayah keseluruhan keraton yogyakarta mencapai 184 hektar, yakni meliputi seluruh area di dalam benteng Baluwarti, alun-alun Lor, alun-alun Kidul, gapura Gladak, dan kompleks Masjid Gedhe Yogyakarta. Sementara luas dari kedhaton (inti keraton) mencapai 13 hektar. Walaupun Kesultanan Yogyakarta secara resmi telah menjadi bagian Republik Indonesia pada tahun 1945, kompleks bangunan keraton ini masih berfungsi sebagai tempat tinggal sultan dan rumah tangga istananya yang masih menjalankan tradisi kesultanan hingga saat ini. Keraton ini kini juga merupakan salah satu objek wisata di Kota Yogyakarta. Sebagian kompleks keraton merupakan museum yang menyimpan berbagai koleksi milik kesultanan, termasuk berbagai pemberian dari raja-raja Eropa, replika pusaka keraton, dan gamelan. Dari segi bangunannya, keraton ini merupakan salah satu contoh arsitektur istana Jawa yang terbaik, memiliki balairung-balairung mewah dan lapangan serta paviliun yang luas.",Budaya,Yogyakarta,4.6,"{'lat': -7.8052845, 'lng': 110.3642031}",-78.052.845,1103642031,15000,http://www.justgoindonesia.com/wp-content/uploads/2018/04/Keraton-Yogyakarta-9.jpg
23,Sindu Kusuma Edupark (SKE),"Sindu Kusuma Edupark (SKE) merupakan sebuah destinasi rekreasi yang terletak di Jogjakarta. Di tujuh hektar kawasan taman yang selesai dibangun tahun 2014 ini, terdapat bermacam-macam wahana, baik wahana bermain maupun wahana belajar yang bisa dinikmati oleh semua anggota keluarga. Wahana yang paling terkenal dari SKE adalah bianglalanya, yang merupakan sebuah wahana bermain sekaligus ikon SKE sendiri. Bila Singapore memiliki Flyer setinggi 165 meter, sementara Malaysia punya Eye setinggi 88 meter, dan di Thailand ada Asiatique setinggi 60 meter, Indonesia memiliki Cakra Manggilingan dengan tinggi 48 meter. Di tingkat Asia Tenggara, bianglala ini memang mesti berpuas diri duduk di peringkat keenam sebagai bianglala tertinggi, tetapi di tingkat nasional, ia duduk di peringkat pertama.",Taman Hiburan,Yogyakarta,4.2,"{'lat': -7.767297300000001, 'lng': 110.3542486}",-77.672.973,1103542486,20000,https://www.sobatjogja.com/wp-content/uploads/2018/03/sindu-kusuma-edupark-yogyakarta.jpg
24,Museum Benteng Vredeburg Yogyakarta,"Museum Benteng Vredeburg (bahasa Jawa: ꦩꦸꦱꦶꦪꦸꦩ꧀​ꦧꦺꦠꦺꦁ​ꦮ꦳ꦽꦢꦼꦧꦸꦂꦒ꧀, translit. Musiyum Bètèng Vredeburg adalah sebuah benteng yang terletak di depan Gedung Agung dan Kraton Kesultanan Yogyakarta. Sekarang, benteng ini menjadi sebuah museum. Di sejumlah bangunan di dalam benteng ini terdapat diorama mengenai sejarah Indonesia.",Budaya,Yogyakarta,4.6,"{'lat': -7.800201599999999, 'lng': 110.3663044}",-78.002.016,1103663044,3000,https://www.dejogjaadventure.com/wp-content/uploads/2020/01/museum-benteng-vredeburge-2.jpg
25,De Mata Museum Jogja,"Museum De Mata merupakan salah satu museum yang berisi lukisan 3D terbanyak di dunia. Jumlah lukisannya sekitar 120 dan setiap lukisan memiliki konsep dengan latar belakang yang terlihat seperti nyata. Ada beberapa ukuran lukisan yang ada di Museum De Mata dari ukuran biasa sampai mencapai 5 meter. Ada beberapa macam kategori lukisannya yaitu ornament, lanscape, olahraga, tokoh-tokoh terkenal, superhero, sampai lukisan sirkus. Museum ini didirikan untuk masyarakat menghabiskan liburan dengan menambah pengetahuan. Museum ini menawarkan banyak lukisan-lukisan yang unik misalnya terdapat lukisan dimana anda dapat merasakan keseruan berjalan di atas jembatan kayu yang dibawahnya terdapat jurang yang curam Atau berjuang untuk memadamkan semburanapi panas ari mulut naga, lukisan tersebut tampak seolah-olah nyata. Semua itu terdapat di dalam museum De Mata dengan hasil efek yang menipu mata.",Budaya,Yogyakarta,4.4,"{'lat': -7.816315599999999, 'lng': 110.3871442}",-78.163.156,1103871442,50000,https://sanjayatour.com/wp-content/uploads/2020/02/De-Mata-Museum-Jogja.jpg
26,Kampung Wisata Taman Sari,"Taman Sari Yogyakarta atau Taman Sari Keraton Yogyakarta (Hanacaraka:ꦠꦩꦤ꧀ꦱꦫꦶꦔꦪꦺꦴꦒꦾꦏꦂꦡ, Tamansari Ngayogyakarta) adalah situs bekas taman atau kebun istana Keraton Ngayogyakarta Hadiningrat, yang dapat dibandingkan dengan Kebun Raya Bogor sebagai kebun Istana Bogor. Kebun ini dibangun pada zaman Sultan Hamengku Buwono I (HB I) pada tahun 1758-1765/9. Awalnya, taman yang mendapat sebutan ""The Fragrant Garden"" ini memiliki luas lebih dari 10 hektare dengan sekitar 57 bangunan baik berupa gedung, kolam pemandian, jembatan gantung, kanal air, maupun danau buatan beserta pulau buatan dan lorong bawah air. Kebun yang digunakan secara efektif antara 1765-1812 ini pada mulanya membentang dari barat daya kompleks Kedhaton sampai tenggara kompleks Magangan. Namun saat ini, sisa-sisa bagian Taman Sari yang dapat dilihat hanyalah yang berada di barat daya kompleks Kedhaton saja.",Taman Hiburan,Yogyakarta,4.6,"{'lat': -7.8100673, 'lng': 110.3594581}",-78.100.673,1103594581,5000,https://www.dejogja.co.id/wp-content/uploads/2020/03/Taman-Sari-768x400.jpg
27,Situs Warungboto,"Situs Warungboto atau Pesanggrahan Rejawinangun adalah salah satu bangunan cagar budaya yang terletak di Jalan Veteran No.77, Kelurahan Warungboto, Kecamatan Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta. Pada awalnya, situs ini merupakan lokasi sebuah pesanggrahan dan pemandian.",Taman Hiburan,Yogyakarta,4.4,"{'lat': -7.8102685, 'lng': 110.3931513}",-78.102.685,1103931513,0,https://kebudayaan.kemdikbud.go.id/bpcbyogyakarta/wp-content/uploads/sites/37/2017/01/kondisi-bangunan-tengah-setelah-purna-pugar.jpg
28,Nol Kilometer Jl.Malioboro,"Walaupun hanyalah sebuah persimpangan, namun persimpangan Titik 0 km ini bukanlah sebuah persimpangan biasa. Karena di persimpangan ini bisa dibilang sebagai titik tengah kota Jogja karena lokasinya yang benar-benar di depan Keraton Yogyakarta sebagai pendiri daerah yang istimewa ini. Terlebih lagi di sebelah utaranya adalah pusat keramaian wisata Jogja yaitu Jalan Malioboro, sehingga jika anda sedang nongkrong di persimpangan Titik Nol Kilometer ini benar-benar merasakan titik tengah Jogja yang begitu syahdu. Titik 0 Kilometer Yogyakarta memang tempat favorit wisatawan untuk menghabiskan waktu, terlebih pada sore hari dan malam hari yang setiap hari selalu ramai disesaki oleh para wisatawan yang sekedar hanya untuk nongkrong di dudukan yang banyak disediakan di sekitar perempatan.",Taman Hiburan,Yogyakarta,4.7,"{'lat': -7.8013803, 'lng': 110.3647652}",-78.013.803,1103647652,0,https://d2ile4x3f22snf.cloudfront.net/wp-content/uploads/sites/210/2017/11/05104238/malioboro-jogja.jpg
29,Gembira Loka Zoo,"Kebun Binatang Gembira Loka biasa disebut Gembira Loka Zoo (disingkat GL Zoo, bahasa Jawa: ꦏꦼꦧꦺꦴꦤ꧀​ꦫꦗ​ꦒꦼꦩ꧀ꦧꦶꦫ​ꦭꦺꦴꦏ, translit. Kêbon Raja Gêmbira Loka) adalah kebun binatang yang berada di Kota Yogyakarta. Berisi berbagai macam spesies dari belahan dunia, seperti orang utan, gajah asia, simpanse, harimau, dan lain sebagainya. Kebun Binatang Gembira Loka menjadi daya tarik tersendiri bagi para wisatawan Yogyakarta. Gembira Loka Zoo sempat rusak parah akibat gempa bumi Yogyakarta tahun 2006. Tetapi, setelah direnovasi Kebun Binatang Gembira Loka tetap dicari para wisatawan.",Cagar Alam,Yogyakarta,4.5,"{'lat': -7.806234399999999, 'lng': 110.3967977}",-78.062.344,1103967977,60000,https://www.hargatiket.net/wp-content/uploads/2018/09/Gembira-Loka-Zoo.jpg
30,Sumur Gumuling,Sumur Gumuling adalah salah satu tempat untuk ibadah atau kegiatan agama pada masa lalu. Sumur Gumuling merupakan masjid pada zaman pemerintahan Sri Sultan Hamengkubuwana I dan II.,Taman Hiburan,Yogyakarta,4.5,"{'lat': -7.808791100000001, 'lng': 110.3591825}",-78.087.911,1103591825,7000,https://www.kartanesia.com/wp-content/uploads/2019/04/Bagian-Sumur-Gumuling.jpg
31,Desa Wisata Sungai Code Jogja Kota,"Kampung Code berada di Kelurahan Kotabaru, Kecamatan Gondokusuman Kota Yogyakarta. Lokasi persisnya ada di RT 01/RW 01 di sebelah selatan jembatan Gondolayu di Jl Jenderal Sudirman atau di sebelah timur bantaran Kali Code yang membelah Kota Yogyakarta. Kampung Code terletak persis di bantaran Kali Code yang memanjang ke arah selatan dengan kontur tanah bertebing dari atas ke bawah. Di bagian atas yang mepet Jl Faridan M. Noto sebagian besar digunakan warga untuk usaha jasa/jual beli ban mobil. Sedangkan di bagian bawah menjadi tempat pemukiman warga. Kampung Code yang tadinya kampung biasa, menjelma menjadi sebuah karya seni berkat jasa seorang arsitek sekaligus pemuka agama katolik, Romo YB Manguwijaya.",Taman Hiburan,Yogyakarta,5,"{'lat': -7.822908900000001, 'lng': 110.3756894}",-78.229.089,1103756894,0,https://www.spesial.net/wp-content/uploads/2019/01/tribunnewscom-3-696x391.jpg
32,Alun Alun Selatan Yogyakarta,"Alun-alun Selatan atau yang sekarang lebih dikenal sebagai Alun-alun Kidul (Alkid) yaitu alun-alun yang terletak di sebelah selatan karaton Yogyakarta. Alun-alun ini berbentuk tanah lapang luas berpasir, dengan luas sekitar 160m x 160 m. Alun-alun ini dikelilingi pagar tembok batu bata setinggi 2,20 m, tebal pagar tembok 30 cm, sudah banyak yang runtuh dan rusak. Adapun pagar tembok yang dapat disaksikan sekarang adalah pagar tembok baru, yang dibangun oleh Sri Sultan Hamengkubuwono ke VII pada masa pemerintahannya tahun 1877 -1921 M.",Taman Hiburan,Yogyakarta,4.6,"{'lat': -7.8116719, 'lng': 110.363238}",-78.116.719,110363238,0,https://gaetlokal.id/cni-content/uploads/modules/posts/20200914073034.png
